sample_id,position,piece,position_role,word_index,word,start_sec,end_sec,n_positions,n_content_subwords,n_words,duration_sec,mapping_verified
03,34,[SEP],[SEP],,,,,50,33,25,9.664,1
03,35,[PAD],padding,,,,,50,33,25,9.664,1
03,36,[PAD],padding,,,,,50,33,25,9.664,1
03,37,[PAD],padding,,,,,50,33,25,9.664,1
03,38,[PAD],padding,,,,,50,33,25,9.664,1
03,39,[PAD],padding,,,,,50,33,25,9.664,1
03,40,[PAD],padding,,,,,50,33,25,9.664,1
03,41,[PAD],padding,,,,,50,33,25,9.664,1
03,42,[PAD],padding,,,,,50,33,25,9.664,1
03,43,[PAD],padding,,,,,50,33,25,9.664,1
03,44,[PAD],padding,,,,,50,33,25,9.664,1
03,45,[PAD],padding,,,,,50,33,25,9.664,1
03,46,[PAD],padding,,,,,50,33,25,9.664,1
03,47,[PAD],padding,,,,,50,33,25,9.664,1
03,48,[PAD],padding,,,,,50,33,25,9.664,1
03,49,[PAD],padding,,,,,50,33,25,9.664,1
04,0,[CLS],[CLS],,,,,50,26,20,6.994,1
04,1,if,content,0,If,0.0,0.2702,50,26,20,6.994,1
04,2,i,content,1,I,0.2702,0.4472,50,26,20,6.994,1
04,3,blow,content,2,blow,0.4472,0.7049,50,26,20,6.994,1
04,4,it,content,3,it,0.7049,0.8589,50,26,20,6.994,1
04,5,at,content,4,at,0.8589,1.044,50,26,20,6.994,1
04,6,the,content,5,the,1.044,1.236,50,26,20,6.994,1
04,7,team,content,6,team,1.236,1.4724,50,26,20,6.994,1
04,8,exercise,content,7,"exercise,",1.4724,2.4895,50,26,20,6.994,1
04,9,",",content,7,"exercise,",1.4724,2.4895,50,26,20,6.994,1
04,10,should,content,8,should,2.4895,2.6972,50,26,20,6.994,1
04,11,i,content,9,I,2.6972,2.8742,50,26,20,6.994,1
04,12,kiss,content,10,kiss,2.8742,3.1219,50,26,20,6.994,1
04,13,my,content,11,my,3.1219,3.3797,50,26,20,6.994,1
04,14,chances,content,12,chances,3.3797,3.8301,50,26,20,6.994,1
04,15,of,content,13,of,3.8301,4.0421,50,26,20,6.994,1
04,16,cheering,content,14,cheering,4.0421,4.5075,50,26,20,6.994,1
04,17,"""",content,15,"""GO",4.5075,4.7854,50,26,20,6.994,1
04,18,go,content,15,"""GO",4.5075,4.7854,50,26,20,6.994,1
04,19,blue,content,16,"BLUE""",4.7854,5.0308,50,26,20,6.994,1
04,20,"""",content,16,"BLUE""",4.7854,5.0308,50,26,20,6.994,1
04,21,goodbye,content,17,goodbye?],5.0308,5.5433,50,26,20,6.994,1
04,22,?,content,17,goodbye?],5.0308,5.5433,50,26,20,6.994,1
04,23,],content,17,goodbye?],5.0308,5.5433,50,26,20,6.994,1
04,24,absolutely,content,18,Absolutely,5.5433,6.7218,50,26,20,6.994,1
04,25,not,content,19,not.,6.7218,6.994,50,26,20,6.994,1
04,26,.,content,19,not.,6.7218,6.994,50,26,20,6.994,1
04,27,[SEP],[SEP],,,,,50,26,20,6.994,1
04,28,[PAD],padding,,,,,50,26,20,6.994,1
04,29,[PAD],padding,,,,,50,26,20,6.994,1
04,30,[PAD],padding,,,,,50,26,20,6.994,1
04,31,[PAD],padding,,,,,50,26,20,6.994,1
04,32,[PAD],padding,,,,,50,26,20,6.994,1
04,33,[PAD],padding,,,,,50,26,20,6.994,1
04,34,[PAD],padding,,,,,50,26,20,6.994,1
04,35,[PAD],padding,,,,,50,26,20,6.994,1
04,36,[PAD],padding,,,,,50,26,20,6.994,1
04,37,[PAD],padding,,,,,50,26,20,6.994,1
04,38,[PAD],padding,,,,,50,26,20,6.994,1
04,39,[PAD],padding,,,,,50,26,20,6.994,1
04,40,[PAD],padding,,,,,50,26,20,6.994,1
04,41,[PAD],padding,,,,,50,26,20,6.994,1
04,42,[PAD],padding,,,,,50,26,20,6.994,1
04,43,[PAD],padding,,,,,50,26,20,6.994,1
04,44,[PAD],padding,,,,,50,26,20,6.994,1
04,45,[PAD],padding,,,,,50,26,20,6.994,1
04,46,[PAD],padding,,,,,50,26,20,6.994,1
04,47,[PAD],padding,,,,,50,26,20,6.994,1
04,48,[PAD],padding,,,,,50,26,20,6.994,1
04,49,[PAD],padding,,,,,50,26,20,6.994,1
05,0,[CLS],[CLS],,,,,50,15,11,6.1,1
05,1,hi,content,0,"Hi,",0.0,0.3118,50,15,11,6.1,1
05,2,",",content,0,"Hi,",0.0,0.3118,50,15,11,6.1,1
05,3,my,content,1,my,0.3118,0.6611,50,15,11,6.1,1
05,4,name,content,2,name,0.6611,1.3943,50,15,11,6.1,1
05,5,is,content,3,is,1.3943,1.6954,50,15,11,6.1,1
05,6,chloe,content,4,"Chloe,",1.6954,1.9646,50,15,11,6.1,1
05,7,",",content,4,"Chloe,",1.6954,1.9646,50,15,11,6.1,1
05,8,video,content,5,video,1.9646,2.7014,50,15,11,6.1,1
05,9,market,content,6,marketer,2.7014,3.7761,50,15,11,6.1,1
05,10,##er,content,6,marketer,2.7014,3.7761,50,15,11,6.1,1
05,11,for,content,7,for,3.7761,4.0086,50,15,11,6.1,1
05,12,red,content,8,Red,4.0086,4.3571,50,15,11,6.1,1
05,13,wagon,content,9,Wagon,4.3571,5.0543,50,15,11,6.1,1
05,14,marketing,content,10,Marketing.,5.0543,6.1,50,15,11,6.1,1
05,15,.,content,10,Marketing.,5.0543,6.1,50,15,11,6.1,1
05,16,[SEP],[SEP],,,,,50,15,11,6.1,1
05,17,[PAD],padding,,,,,50,15,11,6.1,1
05,18,[PAD],padding,,,,,50,15,11,6.1,1
05,19,[PAD],padding,,,,,50,15,11,6.1,1
05,20,[PAD],padding,,,,,50,15,11,6.1,1
05,21,[PAD],padding,,,,,50,15,11,6.1,1
05,22,[PAD],padding,,,,,50,15,11,6.1,1
05,23,[PAD],padding,,,,,50,15,11,6.1,1
05,24,[PAD],padding,,,,,50,15,11,6.1,1
05,25,[PAD],padding,,,,,50,15,11,6.1,1
05,26,[PAD],padding,,,,,50,15,11,6.1,1
05,27,[PAD],padding,,,,,50,15,11,6.1,1
05,28,[PAD],padding,,,,,50,15,11,6.1,1
05,29,[PAD],padding,,,,,50,15,11,6.1,1
05,30,[PAD],padding,,,,,50,15,11,6.1,1
05,31,[PAD],padding,,,,,50,15,11,6.1,1
05,32,[PAD],padding,,,,,50,15,11,6.1,1
05,33,[PAD],padding,,,,,50,15,11,6.1,1
05,34,[PAD],padding,,,,,50,15,11,6.1,1
05,35,[PAD],padding,,,,,50,15,11,6.1,1
05,36,[PAD],padding,,,,,50,15,11,6.1,1
05,37,[PAD],padding,,,,,50,15,11,6.1,1
05,38,[PAD],padding,,,,,50,15,11,6.1,1
05,39,[PAD],padding,,,,,50,15,11,6.1,1
05,40,[PAD],padding,,,,,50,15,11,6.1,1
05,41,[PAD],padding,,,,,50,15,11,6.1,1
05,42,[PAD],padding,,,,,50,15,11,6.1,1
05,43,[PAD],padding,,,,,50,15,11,6.1,1
05,44,[PAD],padding,,,,,50,15,11,6.1,1
05,45,[PAD],padding,,,,,50,15,11,6.1,1
05,46,[PAD],padding,,,,,50,15,11,6.1,1
05,47,[PAD],padding,,,,,50,15,11,6.1,1
05,48,[PAD],padding,,,,,50,15,11,6.1,1
05,49,[PAD],padding,,,,,50,15,11,6.1,1
06,0,[CLS],[CLS],,,,,50,35,31,8.305,1
06,1,if,content,0,If,0.0,0.1652,50,35,31,8.305,1
06,2,you,content,1,you're,0.1652,0.5556,50,35,31,8.305,1
06,3,',content,1,you're,0.1652,0.5556,50,35,31,8.305,1
06,4,re,content,1,you're,0.1652,0.5556,50,35,31,8.305,1
06,5,a,content,2,a,0.5556,0.7639,50,35,31,8.305,1
06,6,fan,content,3,fan,0.7639,0.9282,50,35,31,8.305,1
06,7,of,content,4,of,0.9282,1.0799,50,35,31,8.305,1
06,8,dancing,content,5,dancing,1.0799,1.4803,50,35,31,8.305,1
06,9,in,content,6,in,1.4803,1.5986,50,35,31,8.305,1
06,10,that,content,7,that,1.5986,1.7819,50,35,31,8.305,1
06,11,sense,content,8,"sense,",1.7819,2.1123,50,35,31,8.305,1
06,12,",",content,8,"sense,",1.7819,2.1123,50,35,31,8.305,1
06,13,just,content,9,just,2.1123,2.325,50,35,31,8.305,1
06,14,like,content,10,like,2.325,2.7754,50,35,31,8.305,1
06,15,to,content,11,to,2.7754,2.8987,50,35,31,8.305,1
06,16,watch,content,12,watch,2.8987,3.0714,50,35,31,8.305,1
06,17,people,content,13,people,3.0714,3.4818,50,35,31,8.305,1
06,18,dance,content,14,"dance,",3.4818,3.8222,50,35,31,8.305,1
06,19,",",content,14,"dance,",3.4818,3.8222,50,35,31,8.305,1
06,20,see,content,15,see,3.8222,4.0449,50,35,31,8.305,1
06,21,impressive,content,16,impressive,4.0449,4.8157,50,35,31,8.305,1
06,22,dance,content,17,dance,4.8157,5.2161,50,35,31,8.305,1
06,23,moves,content,18,moves,5.2161,5.6015,50,35,31,8.305,1
06,24,then,content,19,then,5.6015,5.8135,50,35,31,8.305,1
06,25,you,content,20,you,5.8135,5.9601,50,35,31,8.305,1
06,26,might,content,21,might,5.9601,6.1452,50,35,31,8.305,1
06,27,want,content,22,want,6.1452,6.3729,50,35,31,8.305,1
06,28,to,content,23,to,6.3729,6.4812,50,35,31,8.305,1
06,29,check,content,24,check,6.4812,6.6639,50,35,31,8.305,1
06,30,out,content,25,out,6.6639,6.8766,50,35,31,8.305,1
06,31,this,content,26,this,6.8766,7.0299,50,35,31,8.305,1
06,32,movie,content,27,movie,7.0299,7.3953,50,35,31,8.305,1
06,33,solely,content,28,solely,7.3953,8.0434,50,35,31,8.305,1
06,34,for,content,29,for,8.0434,8.1267,50,35,31,8.305,1
06,35,that,content,30,that,8.1267,8.305,50,35,31,8.305,1
06,36,[SEP],[SEP],,,,,50,35,31,8.305,1
06,37,[PAD],padding,,,,,50,35,31,8.305,1
06,38,[PAD],padding,,,,,50,35,31,8.305,1
06,39,[PAD],padding,,,,,50,35,31,8.305,1
06,40,[PAD],padding,,,,,50,35,31,8.305,1
06,41,[PAD],padding,,,,,50,35,31,8.305,1
06,42,[PAD],padding,,,,,50,35,31,8.305,1
06,43,[PAD],padding,,,,,50,35,31,8.305,1
06,44,[PAD],padding,,,,,50,35,31,8.305,1
06,45,[PAD],padding,,,,,50,35,31,8.305,1
06,46,[PAD],padding,,,,,50,35,31,8.305,1
06,47,[PAD],padding,,,,,50,35,31,8.305,1
06,48,[PAD],padding,,,,,50,35,31,8.305,1
06,49,[PAD],padding,,,,,50,35,31,8.305,1
07,0,[CLS],[CLS],,,,,50,48,51,21.348,1
07,1,as,content,0,As,0.0,0.1507,50,48,51,21.348,1
07,2,lin,content,1,Linn’s,0.1507,0.3733,50,48,51,21.348,1
07,3,##n,content,1,Linn’s,0.1507,0.3733,50,48,51,21.348,1
07,4,’,content,1,Linn’s,0.1507,0.3733,50,48,51,21.348,1
07,5,s,content,1,Linn’s,0.1507,0.3733,50,48,51,21.348,1
07,6,associate,content,2,associate,0.3733,1.3526,50,48,51,21.348,1
07,7,editor,content,3,editor,1.3526,2.0217,50,48,51,21.348,1
07,8,michael,content,4,Michael,2.0217,2.5319,50,48,51,21.348,1
07,9,ba,content,5,Baadke,2.5319,2.9993,50,48,51,21.348,1
07,10,##ad,content,5,Baadke,2.5319,2.9993,50,48,51,21.348,1
07,11,##ke,content,5,Baadke,2.5319,2.9993,50,48,51,21.348,1
07,12,reports,content,6,reports,2.9993,3.5024,50,48,51,21.348,1
07,13,in,content,7,in,3.5024,3.6106,50,48,51,21.348,1
07,14,our,content,8,our,3.6106,3.8538,50,48,51,21.348,1
07,15,november,content,9,November,3.8538,4.5267,50,48,51,21.348,1
07,16,28,content,10,28,4.5267,4.7493,50,48,51,21.348,1
07,17,issue,content,11,"issue,",4.7493,5.2695,50,48,51,21.348,1
07,18,",",content,11,"issue,",4.7493,5.2695,50,48,51,21.348,1
07,19,attendees,content,12,attendees,5.2695,5.9074,50,48,51,21.348,1
07,20,“,content,13,“enthusiastically,5.9074,7.3331,50,48,51,21.348,1
07,21,enthusiastically,content,13,“enthusiastically,5.9074,7.3331,50,48,51,21.348,1
07,22,discussed,content,14,discussed,7.3331,8.091,50,48,51,21.348,1
07,23,the,content,15,the,8.091,8.2642,50,48,51,21.348,1
07,24,topics,content,16,topics,8.2642,8.7344,50,48,51,21.348,1
07,25,of,content,17,of,8.7344,8.8426,50,48,51,21.348,1
07,26,growing,content,18,growing,8.8426,9.3508,50,48,51,21.348,1
07,27,the,content,19,the,9.3508,9.5261,50,48,51,21.348,1
07,28,hobby,content,20,"hobby,",9.5261,10.0213,50,48,51,21.348,1
07,29,",",content,20,"hobby,",9.5261,10.0213,50,48,51,21.348,1
07,30,the,content,21,the,10.0213,10.1846,50,48,51,21.348,1
07,31,future,content,22,future,10.1846,10.9174,50,48,51,21.348,1
07,32,of,content,23,of,10.9174,11.0606,50,48,51,21.348,1
07,33,stamp,content,24,stamp,11.0606,11.3133,50,48,51,21.348,1
07,34,shows,content,25,"shows,",11.3133,11.5059,50,48,51,21.348,1
07,35,",",content,25,"shows,",11.3133,11.5059,50,48,51,21.348,1
07,36,and,content,26,and,11.5059,11.7091,50,48,51,21.348,1
07,37,dealers,content,27,dealers,11.7091,12.1793,50,48,51,21.348,1
07,38,and,content,28,and,12.1793,12.3725,50,48,51,21.348,1
07,39,phil,content,29,philatelic,12.3725,13.298,50,48,51,21.348,1
07,40,##ate,content,29,philatelic,12.3725,13.298,50,48,51,21.348,1
07,41,##lic,content,29,philatelic,12.3725,13.298,50,48,51,21.348,1
07,42,partnerships,content,30,"partnerships,",13.298,13.9609,50,48,51,21.348,1
07,43,",",content,30,"partnerships,",13.298,13.9609,50,48,51,21.348,1
07,44,along,content,31,along,13.9609,14.4561,50,48,51,21.348,1
07,45,with,content,32,with,14.4561,14.6437,50,48,51,21.348,1
07,46,ways,content,33,ways,14.6437,14.917,50,48,51,21.348,1
07,47,the,content,34,the,14.917,15.0252,50,48,51,21.348,1
07,48,leading,content,35,leading,15.0252,15.5304,50,48,51,21.348,1
07,49,[SEP],[SEP],,,,,50,48,51,21.348,1
08,0,[CLS],[CLS],,,,,50,11,10,5.086,1
08,1,that,content,0,That,0.0,0.2549,50,11,10,5.086,1
08,2,brings,content,1,brings,0.2549,0.5414,50,11,10,5.086,1
08,3,us,content,2,us,0.5414,0.8579,50,11,10,5.086,1
08,4,to,content,3,to,0.8579,1.0652,50,11,10,5.086,1
08,5,tonight,content,4,"tonight,",1.0652,1.7582,50,11,10,5.086,1
08,6,",",content,4,"tonight,",1.0652,1.7582,50,11,10,5.086,1
08,7,the,content,5,the,1.7582,1.9562,50,11,10,5.086,1
08,8,universal,content,6,Universal,1.9562,3.2415,50,11,10,5.086,1
08,9,design,content,7,Design,3.2415,3.7945,50,11,10,5.086,1
08,10,grand,content,8,Grand,3.7945,4.181,50,11,10,5.086,1
08,11,challenge,content,9,Challenge,4.181,5.086,50,11,10,5.086,1
08,12,[SEP],[SEP],,,,,50,11,10,5.086,1
08,13,[PAD],padding,,,,,50,11,10,5.086,1
08,14,[PAD],padding,,,,,50,11,10,5.086,1
08,15,[PAD],padding,,,,,50,11,10,5.086,1
08,16,[PAD],padding,,,,,50,11,10,5.086,1
08,17,[PAD],padding,,,,,50,11,10,5.086,1
08,18,[PAD],padding,,,,,50,11,10,5.086,1
08,19,[PAD],padding,,,,,50,11,10,5.086,1
08,20,[PAD],padding,,,,,50,11,10,5.086,1
08,21,[PAD],padding,,,,,50,11,10,5.086,1
08,22,[PAD],padding,,,,,50,11,10,5.086,1
08,23,[PAD],padding,,,,,50,11,10,5.086,1
08,24,[PAD],padding,,,,,50,11,10,5.086,1
08,25,[PAD],padding,,,,,50,11,10,5.086,1
08,26,[PAD],padding,,,,,50,11,10,5.086,1
08,27,[PAD],padding,,,,,50,11,10,5.086,1
08,28,[PAD],padding,,,,,50,11,10,5.086,1
08,29,[PAD],padding,,,,,50,11,10,5.086,1
08,30,[PAD],padding,,,,,50,11,10,5.086,1
08,31,[PAD],padding,,,,,50,11,10,5.086,1
08,32,[PAD],padding,,,,,50,11,10,5.086,1
08,33,[PAD],padding,,,,,50,11,10,5.086,1
08,34,[PAD],padding,,,,,50,11,10,5.086,1
08,35,[PAD],padding,,,,,50,11,10,5.086,1
08,36,[PAD],padding,,,,,50,11,10,5.086,1
08,37,[PAD],padding,,,,,50,11,10,5.086,1
08,38,[PAD],padding,,,,,50,11,10,5.086,1
08,39,[PAD],padding,,,,,50,11,10,5.086,1
08,40,[PAD],padding,,,,,50,11,10,5.086,1
08,41,[PAD],padding,,,,,50,11,10,5.086,1
08,42,[PAD],padding,,,,,50,11,10,5.086,1
08,43,[PAD],padding,,,,,50,11,10,5.086,1
08,44,[PAD],padding,,,,,50,11,10,5.086,1
08,45,[PAD],padding,,,,,50,11,10,5.086,1
08,46,[PAD],padding,,,,,50,11,10,5.086,1
08,47,[PAD],padding,,,,,50,11,10,5.086,1
08,48,[PAD],padding,,,,,50,11,10,5.086,1
08,49,[PAD],padding,,,,,50,11,10,5.086,1
09,0,[CLS],[CLS],,,,,50,18,14,5.042,1
09,1,(,content,0,(uhh),0.0,0.3426,50,18,14,5.042,1
09,2,uh,content,0,(uhh),0.0,0.3426,50,18,14,5.042,1
09,3,##h,content,0,(uhh),0.0,0.3426,50,18,14,5.042,1
09,4,),content,0,(uhh),0.0,0.3426,50,18,14,5.042,1
09,5,i,content,1,I,0.3426,0.504,50,18,14,5.042,1
09,6,did,content,2,did,0.504,0.8891,50,18,14,5.042,1
09,7,not,content,3,not,0.8891,1.0505,50,18,14,5.042,1
09,8,like,content,4,like,1.0505,1.7458,50,18,14,5.042,1
09,9,this,content,5,this,1.7458,1.9721,50,18,14,5.042,1
09,10,movie,content,6,movie,1.9721,2.5674,50,18,14,5.042,1
09,11,at,content,7,at,2.5674,2.7737,50,18,14,5.042,1
09,12,all,content,8,"all,",2.7737,3.1389,50,18,14,5.042,1
09,13,",",content,8,"all,",2.7737,3.1389,50,18,14,5.042,1
09,14,i,content,9,I,3.1389,3.3352,50,18,14,5.042,1
09,15,would,content,10,would,3.3352,3.6404,50,18,14,5.042,1
09,16,not,content,11,not,3.6404,3.9067,50,18,14,5.042,1
09,17,recommend,content,12,recommend,3.9067,4.8271,50,18,14,5.042,1
09,18,it,content,13,it,4.8271,5.042,50,18,14,5.042,1
09,19,[SEP],[SEP],,,,,50,18,14,5.042,1
09,20,[PAD],padding,,,,,50,18,14,5.042,1
09,21,[PAD],padding,,,,,50,18,14,5.042,1
09,22,[PAD],padding,,,,,50,18,14,5.042,1
09,23,[PAD],padding,,,,,50,18,14,5.042,1
09,24,[PAD],padding,,,,,50,18,14,5.042,1
09,25,[PAD],padding,,,,,50,18,14,5.042,1
09,26,[PAD],padding,,,,,50,18,14,5.042,1
09,27,[PAD],padding,,,,,50,18,14,5.042,1
09,28,[PAD],padding,,,,,50,18,14,5.042,1
09,29,[PAD],padding,,,,,50,18,14,5.042,1
09,30,[PAD],padding,,,,,50,18,14,5.042,1
09,31,[PAD],padding,,,,,50,18,14,5.042,1
09,32,[PAD],padding,,,,,50,18,14,5.042,1
